Lens vs Reims: 0-2
Home Win: 65.0999984741211%
Draw: 11.369999885559082%
Away Win: 23.530000686645508%

Monaco vs Marseille: 3-0
Home Win: 53.15999984741211%
Draw: 15.069999694824219%
Away Win: 31.770000457763672%

Toulouse vs Lille: 1-2
Home Win: 13.949999809265137%
Draw: 9.380000114440918%
Away Win: 76.66999816894531%

Strasbourg vs Nice: 2-2
Home Win: 90.27999877929688%
Draw: 5.53000020980835%
Away Win: 4.190000057220459%

St Etienne vs Brest: 3-3
Home Win: 4.96999979019165%
Draw: 5.510000228881836%
Away Win: 89.5199966430664%

Angers vs Montpellier: 2-0
Home Win: 25.770000457763672%
Draw: 17.549999237060547%
Away Win: 56.68000030517578%

Le Havre vs Rennes: 1-5
Home Win: 69.9800033569336%
Draw: 12.760000228881836%
Away Win: 17.25%

Auxerre vs Lyon:
Home Win: 78.25%
Draw: 8.260000228881836%
Away Win: 13.489999771118164%
