Valencia vs Sevilla: 1-0
Home Win: 89.23999786376953%
Draw: 6.25%
Away Win: 4.510000228881836%

Sociedad vs Mallorca: 0-2
Home Win: 89.81999969482422%
Draw: 5.989999771118164%
Away Win: 4.190000057220459%

Getafe vs Las Palmas: 1-3
Home Win: 75.58000183105469%
Draw: 16.450000762939453%
Away Win: 7.96999979019165%

Celta vs Espanol: 0-2
Home Win: 17.329999923706055%
Draw: 67.1500015258789%
Away Win: 15.520000457763672%

Leganes vs Barcelona: 0-1
Home Win: 6.28000020980835%
Draw: 49.029998779296875%
Away Win: 44.689998626708984%

Osasuna vs Girona:
Home Win: 21.049999237060547%
Draw: 70.1500015258789%
Away Win: 8.800000190734863%

Alaves vs Real Madrid:
Home Win: 57.91999816894531%
Draw: 8.729999542236328%
Away Win: 33.349998474121094%

Betis vs Villarreal:
Home Win: 19.219999313354492%
Draw: 64.94000244140625%
Away Win: 15.84000015258789%

Ath Bilbao vs Vallecano:
Home Win: 21.309999465942383%
Draw: 47.060001373291016%
Away Win: 31.6200008392334%

Ath Madrid vs Valladolid:
Home Win: 90.0199966430664%
Draw: 6.349999904632568%
Away Win: 3.640000104904175%
