HomeTeam|AwayTeam|HomeTeam_Form|AwayTeam_Form|HS|AS|HF|AF|HC|AC|RollingAvg_FTHG|RollingAvg_FTAG|RollingAvg_TotalShots|RollingAvg_TotalCorners|HST|AST
Chelsea|Tottenham|3|1|21.2|11.2|10.4|11.6|6.4|4.8|2.4|1.8|32.4|11.2|7.4|4.0
