Feature,Importance
HomeTeam_Form,0.35038197
AwayTeam_Form,0.2565259
RollingAvg_FTAG,0.04798458
AC,0.037291843
RollingAvg_FTHG,0.035622463
RollingAvg_HomeHST,0.03373075
AF,0.027166324
RollingAvg_AwayAST,0.026037358
RollingAvg_TotalShots,0.025652109
HC,0.025323307
HomeTeam,0.02476043
AS,0.023614451
HS,0.023020642
RollingAvg_TotalCorners,0.022965496
AwayTeam,0.021543283
HF,0.018379016
