HomeTeam|AwayTeam|HomeTeam_Form|AwayTeam_Form|RollingAvg_FTHG|RollingAvg_FTAG|RollingAvg_HomeHST|RollingAvg_AwayAST|HS|AS|HF|AF|HC|AC|HY|AY|HR|AR|HST|AST
Newcastle|Aston Villa|3|3|1.2|1.4|2.6|4.4|13.071428571428571|12.551724137931034|10.571428571428571|11.448275862068966|5.607142857142857|6.482758620689655|1.8571428571428572|1.9310344827586208|0.03571428571428571|0.06896551724137931|4.357142857142857|4.172413793103448
