HomeTeam|AwayTeam|HomeTeam_Form|AwayTeam_Form|HST|AST|HS|AS|HF|AF|HC|AC|HY|AY|FTHG|FTAG
Newcastle|Aston Villa|3|3|2.6|4.4|7.8|12.8|12.0|9.0|4.2|7.4|0.0|0.0|1.2|1.4
