HomeTeam|AwayTeam|RollingAvg_HomeHST|RollingAvg_AwayAST|RollingAvg_HomeHC|RollingAvg_AwayAC|RollingAvg_HomeHF|RollingAvg_AwayAF|RollingAvg_FTHG|RollingAvg_FTAG|RollingAvg_TotalShots|RollingAvg_TotalCorners|HomeTeam_Form|AwayTeam_Form
Newcastle|Aston Villa|4.5|3.0|5.5|6.5|10.5|7.5|2.5|1.0|7.5|12.0|6|8
