HomeTeam|AwayTeam|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|TotalShots|TotalCorners|RollingAvg_FTHG|RollingAvg_FTAG|RollingAvg_TotalShots|RollingAvg_TotalCorners|RollingAvg_HomeHST|RollingAvg_AwayAST|HomeTeam_Form|AwayTeam_Form
Newcastle|Aston Villa|12|9|4|3|12|11|5|4|1|1|0|0|2.5|3.3|2.7|21|9|1.5|1.0|21.0|9.0|5|6|6|3
