HomeTeam|AwayTeam|RollingAvg_HomeHST|RollingAvg_AwayAST|RollingAvg_FTHG|RollingAvg_FTAG|RollingAvg_TotalShots|RollingAvg_TotalCorners|HomeTeam_Form|AwayTeam_Form
Newcastle|Aston Villa|3.3333333333333335|4.333333333333333|2.0|1.0|23.333333333333336|8.833333333333334|6|6
