HomeTeam|AwayTeam|HomeTeam_Form|AwayTeam_Form|HS|AS|HF|AF|HC|AC|RollingAvg_FTHG|RollingAvg_FTAG|RollingAvg_TotalShots|RollingAvg_TotalCorners|HST|AST
Newcastle|Aston Villa|3|3|15.2|9.4|10.6|11.2|6.2|5.4|2.4|1.0|24.6|11.600000000000001|5.4|3.2
