HomeTeam|AwayTeam|HomeTeam_Form|AwayTeam_Form|HS|AS|HF|AF|HC|AC|RollingAvg_FTHG|RollingAvg_FTAG|RollingAvg_TotalShots|RollingAvg_TotalCorners|HST|AST
Verona|Parma|3|2|12.2|10.6|15.2|10.4|4.8|5.8|0.4|0.8|22.799999999999997|10.6|3.6|3.8
